batch_id,prev_pos,pos_code,brand,condition,timestamp,temperature,humidity,risk_score
B361,M,N,Brand_2,Bad,2025-12-09 14:56:00,,,75
B475,,M,Brand_3,Need Attention,2025-12-22 00:57:00,,,46
B270,I,J,Brand_7,Need Attention,2026-01-25 21:40:00,,59.0,52
B088,,A,Brand_4,Bad,2026-01-31 13:17:00,34.0,51.0,75
B013,H,I,Brand_9,Bad,2026-01-20 11:21:00,32.0,39.0,84
B300,S,T,Brand_5,Safe,2026-01-30 01:34:00,15.0,,0
B044,F,G,Brand_3,Need Attention,2025-12-24 20:37:00,27.0,,46
B411,K,L,Brand_6,Safe,2026-01-07 11:11:00,34.0,,4
B069,K,L,Brand_3,Safe,2025-12-12 04:52:00,26.0,,0
B144,O,P,Brand_8,Bad,2026-01-26 13:18:00,21.0,,75
B120,,G,Brand_9,Bad,2026-01-23 18:07:00,25.0,48.0,76
B074,F,G,Brand_1,Bad,2025-12-28 10:33:00,33.0,,78
B421,S,T,Brand_6,Safe,2026-01-21 04:32:00,,,0
B202,,N,Brand_6,Need Attention,2025-12-27 10:44:00,35.0,61.0,52
B192,F,G,Brand_5,Safe,2026-01-13 00:52:00,,66.0,0
B215,F,G,Brand_6,Safe,2026-01-03 08:40:00,,33.0,4
B468,K,L,Brand_3,Need Attention,2026-01-24 15:53:00,19.0,45.0,53
B140,M,N,Brand_8,Safe,2025-12-11 22:19:00,,,4
B079,,E,Brand_7,Safe,2026-02-03 08:57:00,,64.0,0
B262,Q,R,Brand_5,Safe,2025-12-06 10:16:00,18.0,,2
B286,J,K,Brand_5,Safe,2025-11-30 18:31:00,30.0,,3
B174,,I,Brand_3,Safe,2025-12-22 14:33:00,23.0,40.0,0
B203,F,G,Brand_8,Need Attention,2026-01-30 12:34:00,,,50
B272,A,B,Brand_10,Need Attention,2025-12-02 19:53:00,,62.0,54
B050,,N,Brand_1,Safe,2025-12-30 13:43:00,17.0,39.0,0
B259,S,T,Brand_6,Safe,2026-01-03 22:07:00,,,0
B440,,E,Brand_10,Bad,2025-12-23 12:33:00,,64.0,85
B373,B,C,Brand_9,Bad,2025-12-14 12:43:00,22.0,64.0,80
B180,,R,Brand_10,Bad,2025-12-20 23:13:00,,51.0,80
B394,D,E,Brand_1,Bad,2025-12-15 06:31:00,30.0,58.0,75
B240,O,P,Brand_7,Safe,2026-01-05 04:17:00,15.0,61.0,2
B357,O,P,Brand_1,Bad,2026-01-05 23:47:00,25.0,,76
B157,,K,Brand_5,Bad,2026-01-14 22:00:00,18.0,52.0,77
B024,M,N,Brand_4,Bad,2026-01-15 13:40:00,30.0,,77
B367,C,D,Brand_3,Bad,2026-01-26 03:29:00,27.0,49.0,80
B069,Q,R,Brand_1,Safe,2025-12-19 22:52:00,,,0
B129,N,O,Brand_5,Need Attention,2025-12-31 15:11:00,,53.0,53
B451,,O,Brand_9,Need Attention,2026-01-23 15:53:00,,,45
B383,B,C,Brand_9,Safe,2025-11-30 16:54:00,,34.0,0
B417,C,D,Brand_8,Bad,2026-01-10 17:24:00,,37.0,79
B013,M,N,Brand_10,Need Attention,2025-11-28 11:48:00,23.0,42.0,52
B408,,A,Brand_3,Bad,2025-12-03 21:57:00,33.0,58.0,75
B138,Q,R,Brand_6,Safe,2025-12-05 01:00:00,16.0,33.0,0
B122,D,E,Brand_1,Safe,2025-12-25 01:03:00,17.0,51.0,0
B005,,H,Brand_1,Bad,2026-01-14 00:10:00,,55.0,80
B055,D,E,Brand_6,Need Attention,2026-01-02 14:54:00,,32.0,46
B040,F,G,Brand_1,Need Attention,2025-12-14 02:22:00,,69.0,55
B004,,K,Brand_5,Safe,2026-01-01 14:35:00,,66.0,2
B353,,L,Brand_7,Need Attention,2025-12-10 10:44:00,,55.0,48
B173,A,B,Brand_3,Need Attention,2026-01-31 10:02:00,,33.0,47
B467,,J,Brand_3,Safe,2026-02-01 15:46:00,21.0,67.0,5
B005,O,P,Brand_5,Need Attention,2026-01-13 17:00:00,,,50
B246,B,C,Brand_8,Bad,2025-12-27 16:28:00,30.0,44.0,81
B039,T,T,Brand_3,Bad,2025-12-16 13:15:00,,57.0,85
B096,D,E,Brand_3,Need Attention,2026-01-14 17:07:00,,47.0,46
B137,L,M,Brand_9,Safe,2025-11-28 10:10:00,26.0,,0
B103,G,H,Brand_2,Safe,2025-12-21 14:58:00,,,0
B147,L,M,Brand_6,Safe,2025-12-02 13:58:00,25.0,,1
B400,P,Q,Brand_10,Need Attention,2026-01-19 10:03:00,19.0,38.0,50
B087,M,N,Brand_6,Bad,2025-12-04 18:00:00,34.0,,85
B061,G,H,Brand_7,Need Attention,2026-01-31 06:10:00,23.0,46.0,54
B197,M,N,Brand_6,Safe,2025-12-31 13:30:00,,,0
B275,I,J,Brand_3,Safe,2026-01-27 20:54:00,34.0,65.0,5
B024,E,F,Brand_6,Bad,2025-12-13 10:06:00,,61.0,76
B470,D,E,Brand_7,Bad,2026-02-03 23:57:00,33.0,40.0,77
B215,,C,Brand_8,Safe,2025-12-01 12:28:00,28.0,,2
B285,S,T,Brand_5,Safe,2025-12-12 16:27:00,,42.0,0
B190,L,M,Brand_10,Need Attention,2026-02-05 09:26:00,,50.0,51
B245,,R,Brand_4,Need Attention,2025-12-16 02:39:00,,,55
B068,,S,Brand_8,Need Attention,2025-12-20 21:54:00,,63.0,47
B188,F,G,Brand_9,Need Attention,2026-02-03 03:36:00,,51.0,55
B347,,B,Brand_9,Safe,2025-12-23 19:58:00,,,0
B411,I,J,Brand_5,Bad,2025-12-06 03:41:00,,31.0,77
B066,M,N,Brand_6,Need Attention,2026-01-18 22:54:00,,,46
B029,O,P,Brand_4,Safe,2025-12-28 23:01:00,,,0
B216,H,I,Brand_1,Safe,2026-01-31 05:29:00,,,4
B459,D,E,Brand_1,Need Attention,2026-01-11 00:58:00,,54.0,53
B065,,M,Brand_8,Need Attention,2025-11-30 22:34:00,16.0,52.0,51
B164,R,S,Brand_5,Safe,2026-01-15 11:28:00,,38.0,4
B150,E,F,Brand_4,Safe,2026-02-03 09:25:00,,68.0,0
B195,P,Q,Brand_7,Bad,2026-01-27 03:13:00,35.0,,77
B172,H,I,Brand_5,Bad,2026-01-02 08:38:00,,46.0,81
B147,N,O,Brand_6,Need Attention,2026-01-29 10:42:00,,31.0,55
B205,E,F,Brand_1,Safe,2025-12-02 02:45:00,,,4
B302,A,B,Brand_3,Need Attention,2025-12-11 19:10:00,28.0,34.0,46
B225,L,M,Brand_7,Bad,2026-01-18 11:09:00,,,79
B047,R,S,Brand_8,Need Attention,2025-12-13 13:06:00,,,49
B092,F,G,Brand_1,Safe,2026-01-08 23:07:00,,39.0,0
B359,E,F,Brand_6,Bad,2026-01-22 20:49:00,,,84
B312,Q,R,Brand_9,Safe,2025-12-30 08:14:00,17.0,,0
B181,I,J,Brand_8,Safe,2025-11-30 22:27:00,27.0,,0
B266,R,S,Brand_1,Bad,2025-12-20 11:01:00,,,84
B180,,H,Brand_3,Need Attention,2025-12-12 04:25:00,24.0,,54
B247,K,L,Brand_9,Need Attention,2025-11-30 14:03:00,,,47
B121,S,T,Brand_3,Bad,2025-12-09 04:00:00,,57.0,77
B285,K,L,Brand_9,Need Attention,2026-01-19 18:56:00,,58.0,46
B124,Q,R,Brand_1,Need Attention,2025-11-30 16:07:00,27.0,70.0,47
B149,H,I,Brand_3,Need Attention,2026-01-19 05:51:00,16.0,41.0,53
B402,M,N,Brand_10,Safe,2025-12-19 21:27:00,17.0,45.0,0
B244,A,B,Brand_8,Safe,2026-01-07 03:11:00,,55.0,0
B210,,R,Brand_10,Need Attention,2026-02-05 03:23:00,,70.0,50
B253,C,D,Brand_4,Bad,2026-01-27 03:56:00,26.0,,75
B126,,S,Brand_2,Bad,2026-01-05 14:29:00,,,82
B487,I,J,Brand_6,Bad,2025-12-26 00:55:00,,,80
B120,O,P,Brand_9,Bad,2026-01-22 20:28:00,19.0,,84
B358,E,F,Brand_7,Bad,2025-12-31 13:54:00,32.0,,78
B144,,F,Brand_2,Bad,2026-02-01 17:00:00,,,78
B175,C,D,Brand_1,Safe,2025-11-30 22:06:00,,,0
B302,T,O,Brand_3,Bad,2025-12-01 13:31:00,20.0,49.0,84
B262,,C,Brand_1,Bad,2026-01-19 15:52:00,,,83
B379,A,B,Brand_9,Bad,2026-01-17 16:17:00,,,80
B073,R,S,Brand_7,Safe,2026-01-21 06:10:00,27.0,,5
B204,J,K,Brand_9,Bad,2025-12-17 03:41:00,28.0,62.0,78
B405,Q,R,Brand_4,Safe,2026-01-27 02:10:00,,48.0,5
B428,H,I,Brand_9,Safe,2026-01-23 17:08:00,,,4
B453,J,K,Brand_8,Need Attention,2025-12-05 15:57:00,28.0,,55
B262,T,E,Brand_1,Safe,2025-12-12 21:05:00,,,5
B103,,F,Brand_6,Safe,2025-12-13 14:31:00,27.0,,1
B153,N,O,Brand_5,Safe,2025-12-11 19:16:00,35.0,47.0,3
B067,R,S,Brand_1,Bad,2025-12-11 19:00:00,,62.0,84
B048,M,N,Brand_1,Need Attention,2025-11-30 05:40:00,17.0,41.0,54
B383,F,G,Brand_5,Bad,2026-01-27 13:58:00,,53.0,79
B100,C,D,Brand_2,Safe,2025-12-02 18:57:00,23.0,,0
B104,D,E,Brand_1,Bad,2025-12-07 15:34:00,,67.0,78
B090,C,D,Brand_1,Safe,2026-01-01 05:24:00,,,5
B462,B,C,Brand_6,Bad,2026-01-11 05:40:00,22.0,,75
B352,O,P,Brand_4,Bad,2026-01-26 06:36:00,,,77
B475,H,I,Brand_8,Bad,2026-02-01 10:07:00,,,81
B054,,S,Brand_2,Bad,2026-01-19 01:55:00,28.0,,83
B371,L,M,Brand_1,Safe,2025-12-23 08:01:00,,,0
B391,I,J,Brand_8,Need Attention,2026-01-20 22:02:00,,,48
B156,H,I,Brand_7,Bad,2026-01-20 15:47:00,25.0,65.0,76
B131,B,C,Brand_1,Safe,2026-01-27 10:33:00,17.0,,0
B220,R,S,Brand_7,Safe,2025-12-01 21:36:00,,61.0,0
B401,J,K,Brand_9,Bad,2025-12-15 20:52:00,,66.0,76
B458,L,M,Brand_7,Need Attention,2025-12-17 14:34:00,31.0,,46
B003,O,P,Brand_3,Safe,2025-12-16 05:04:00,,59.0,0
B132,,A,Brand_4,Need Attention,2025-11-28 01:34:00,28.0,60.0,45
B227,A,B,Brand_2,Bad,2025-12-07 03:09:00,,50.0,82
B105,H,I,Brand_9,Safe,2026-01-15 02:58:00,,,0
B215,L,M,Brand_5,Bad,2025-12-21 00:48:00,27.0,35.0,85
B355,K,L,Brand_3,Bad,2026-01-12 14:56:00,16.0,49.0,84
B225,Q,R,Brand_4,Need Attention,2025-12-18 00:13:00,,,53
B304,H,I,Brand_4,Bad,2025-11-30 09:22:00,23.0,56.0,79
B004,C,D,Brand_8,Bad,2026-01-20 21:12:00,,,82
B267,H,I,Brand_2,Bad,2026-01-12 02:49:00,30.0,50.0,77
B363,L,M,Brand_9,Bad,2026-01-12 22:07:00,25.0,40.0,76
B232,F,G,Brand_8,Bad,2026-01-21 07:48:00,21.0,,79
B023,L,M,Brand_3,Safe,2025-12-06 11:30:00,29.0,70.0,0
B236,N,O,Brand_2,Need Attention,2025-11-30 05:31:00,,,53
B175,N,O,Brand_2,Bad,2025-12-18 18:24:00,,,78
B254,R,S,Brand_10,Bad,2025-12-31 06:46:00,,53.0,83
B121,,B,Brand_1,Bad,2025-12-18 10:08:00,,49.0,85
B054,,Q,Brand_8,Safe,2025-12-02 22:04:00,26.0,36.0,0
B328,H,I,Brand_10,Bad,2025-12-03 07:32:00,28.0,70.0,76
B384,,E,Brand_10,Need Attention,2026-01-21 08:41:00,,,46
B016,,R,Brand_2,Need Attention,2025-12-13 19:57:00,15.0,42.0,51
B352,C,D,Brand_7,Safe,2026-01-25 01:04:00,26.0,32.0,5
B255,T,H,Brand_4,Need Attention,2025-12-06 04:16:00,,,47
B273,S,T,Brand_4,Bad,2026-01-04 06:06:00,33.0,,81
B051,O,P,Brand_5,Need Attention,2025-12-04 01:12:00,,,48
B219,E,F,Brand_6,Need Attention,2026-01-30 08:57:00,,,48
B259,J,K,Brand_3,Safe,2026-02-04 13:32:00,,44.0,0
B029,O,P,Brand_3,Need Attention,2026-01-31 20:58:00,32.0,,47
B284,D,E,Brand_8,Safe,2026-01-09 14:20:00,,56.0,0
B182,L,M,Brand_9,Need Attention,2025-11-28 12:58:00,30.0,,45
B330,M,N,Brand_8,Bad,2026-01-17 02:16:00,27.0,,84
B264,S,T,Brand_7,Need Attention,2025-12-10 14:20:00,,41.0,45
B113,T,K,Brand_9,Bad,2025-12-23 07:29:00,26.0,33.0,83
B222,,F,Brand_7,Safe,2025-12-28 12:53:00,27.0,,0
B323,S,T,Brand_2,Bad,2026-01-31 19:55:00,30.0,,80
B281,Q,R,Brand_1,Safe,2025-12-18 03:54:00,,,2
B254,K,L,Brand_2,Bad,2026-01-28 22:06:00,,42.0,75
B259,,A,Brand_7,Need Attention,2026-01-02 05:11:00,,47.0,54
B294,I,J,Brand_2,Need Attention,2025-12-14 05:56:00,28.0,,51
B141,I,J,Brand_7,Safe,2025-12-03 08:54:00,,,0
B232,A,B,Brand_5,Bad,2026-01-12 21:52:00,32.0,47.0,81
B366,T,M,Brand_3,Need Attention,2026-01-27 16:05:00,23.0,,53
B337,L,M,Brand_9,Safe,2026-01-10 12:23:00,18.0,43.0,0
B283,E,F,Brand_1,Bad,2025-12-13 04:04:00,18.0,,81
B104,T,F,Brand_8,Need Attention,2026-01-20 14:33:00,,36.0,50
B147,P,Q,Brand_2,Bad,2025-11-30 03:37:00,26.0,,79
B264,C,D,Brand_4,Need Attention,2025-12-03 16:34:00,17.0,51.0,49
B220,,Q,Brand_3,Bad,2025-12-04 19:46:00,,,80
B452,H,I,Brand_4,Need Attention,2025-12-03 04:46:00,15.0,,49
B213,G,H,Brand_5,Bad,2025-12-20 16:46:00,15.0,,77
B424,E,F,Brand_1,Need Attention,2026-01-11 11:29:00,,,50
B289,,O,Brand_6,Bad,2026-01-14 03:59:00,34.0,36.0,76
B102,E,F,Brand_5,Bad,2026-02-04 20:03:00,,63.0,84
B262,,P,Brand_7,Safe,2025-12-30 06:30:00,34.0,,5
B499,O,P,Brand_3,Safe,2026-02-02 13:20:00,,51.0,4
B401,J,K,Brand_10,Need Attention,2025-12-31 10:36:00,24.0,,51
B122,,I,Brand_6,Need Attention,2026-01-20 07:17:00,,39.0,47
B157,G,H,Brand_9,Bad,2026-01-13 21:07:00,23.0,,76
B415,Q,R,Brand_2,Bad,2026-01-12 14:18:00,,64.0,81
B048,,P,Brand_10,Safe,2026-01-11 23:02:00,,32.0,0
B471,,N,Brand_4,Bad,2026-02-03 22:14:00,,,76
B148,C,D,Brand_10,Bad,2025-12-27 16:13:00,18.0,53.0,75
B431,J,K,Brand_4,Need Attention,2025-12-20 18:57:00,16.0,64.0,54
B314,R,S,Brand_1,Bad,2026-01-13 11:52:00,,34.0,80
B008,N,O,Brand_10,Need Attention,2025-12-23 01:54:00,18.0,52.0,48
B176,T,H,Brand_10,Need Attention,2025-12-20 13:21:00,,53.0,48
B026,G,H,Brand_1,Bad,2026-01-07 02:00:00,28.0,,85
B363,L,M,Brand_5,Need Attention,2025-12-24 12:49:00,23.0,,53
B065,G,H,Brand_2,Bad,2025-12-30 20:34:00,20.0,,83
B246,Q,R,Brand_6,Safe,2025-12-24 22:44:00,29.0,,5
B009,A,B,Brand_6,Bad,2026-01-30 13:36:00,,,84
B425,H,I,Brand_10,Need Attention,2025-11-30 04:55:00,17.0,66.0,55
B121,L,M,Brand_2,Bad,2025-12-10 09:51:00,34.0,55.0,76
B178,,R,Brand_6,Safe,2025-12-23 12:10:00,33.0,35.0,3
B333,E,F,Brand_9,Need Attention,2026-01-07 02:39:00,,,55
B026,M,N,Brand_7,Safe,2025-12-15 08:57:00,,,0
B223,A,B,Brand_10,Safe,2025-12-10 02:36:00,30.0,40.0,1
B083,J,K,Brand_10,Need Attention,2025-12-17 02:19:00,,,48
B012,R,S,Brand_8,Bad,2026-01-04 04:25:00,,,75
B324,A,B,Brand_8,Bad,2026-01-02 20:11:00,,56.0,78
B033,R,S,Brand_6,Safe,2026-01-08 10:02:00,35.0,49.0,0
B047,E,F,Brand_5,Safe,2026-02-04 21:47:00,,43.0,5
B374,H,I,Brand_3,Safe,2025-12-02 02:42:00,,44.0,0
B373,,N,Brand_3,Bad,2026-01-29 09:09:00,,36.0,79
B089,N,O,Brand_8,Safe,2026-01-19 13:29:00,19.0,,3
B216,O,P,Brand_5,Need Attention,2025-12-09 09:04:00,28.0,53.0,49
B493,A,B,Brand_8,Need Attention,2026-01-22 05:35:00,,,51
B237,G,H,Brand_6,Need Attention,2026-02-02 19:16:00,33.0,,52
B246,L,M,Brand_1,Safe,2026-01-30 06:36:00,,43.0,0
B076,M,N,Brand_3,Bad,2025-12-14 01:16:00,31.0,,83
B481,M,N,Brand_4,Need Attention,2026-01-05 05:20:00,,,50
B271,R,S,Brand_6,Safe,2025-12-18 10:44:00,32.0,55.0,0
B273,P,Q,Brand_8,Need Attention,2026-01-13 09:17:00,24.0,,49
B357,A,B,Brand_5,Bad,2026-02-01 03:33:00,,,82
B365,Q,R,Brand_4,Safe,2026-02-05 01:04:00,,31.0,0
B062,B,C,Brand_1,Bad,2025-12-08 01:24:00,32.0,65.0,75
B024,,O,Brand_8,Safe,2025-12-02 18:14:00,22.0,35.0,0
B106,B,C,Brand_5,Safe,2026-01-15 23:16:00,18.0,56.0,1
B353,A,B,Brand_1,Bad,2026-01-21 12:48:00,31.0,,76
B079,O,P,Brand_7,Safe,2026-01-04 23:02:00,,,0
B409,B,C,Brand_8,Need Attention,2025-12-14 15:27:00,19.0,56.0,49
B376,T,O,Brand_2,Safe,2026-01-16 20:27:00,19.0,,0
B117,,Q,Brand_8,Safe,2025-12-07 11:13:00,,41.0,0
B330,H,I,Brand_5,Safe,2026-01-04 10:16:00,,,0
B321,L,M,Brand_4,Need Attention,2025-12-10 20:50:00,,43.0,49
B335,D,E,Brand_9,Safe,2026-02-01 03:58:00,,,5
B079,G,H,Brand_4,Need Attention,2026-01-07 07:18:00,,,51
B383,,M,Brand_10,Safe,2025-12-28 07:30:00,,37.0,2
B226,O,P,Brand_7,Need Attention,2026-02-04 21:09:00,,59.0,49
B025,D,E,Brand_7,Need Attention,2025-12-01 03:08:00,,46.0,47
B053,,M,Brand_6,Safe,2026-01-11 05:39:00,30.0,53.0,0
B043,T,G,Brand_6,Need Attention,2025-12-25 07:34:00,32.0,35.0,54
B122,,L,Brand_6,Need Attention,2026-01-03 17:07:00,23.0,,46
B123,D,E,Brand_1,Safe,2026-01-05 05:17:00,30.0,59.0,0
B043,,C,Brand_7,Bad,2025-11-28 10:52:00,,,80
B335,,F,Brand_1,Need Attention,2025-12-13 11:46:00,,,46
B181,,B,Brand_2,Bad,2026-01-22 20:05:00,,44.0,77
B257,C,D,Brand_3,Bad,2026-01-22 11:55:00,,,85
B270,K,L,Brand_6,Need Attention,2026-02-02 02:35:00,,,55
B019,L,M,Brand_3,Safe,2025-12-19 04:24:00,32.0,,4
B364,K,L,Brand_4,Safe,2026-01-29 14:50:00,,,0
B332,B,C,Brand_8,Bad,2025-12-19 16:14:00,,,80
B385,K,L,Brand_10,Need Attention,2025-12-08 23:56:00,17.0,,55
B181,H,I,Brand_1,Bad,2026-01-05 20:14:00,28.0,,83
B166,O,P,Brand_10,Need Attention,2026-01-21 13:30:00,,,46
B312,,Q,Brand_10,Safe,2026-01-11 22:27:00,19.0,34.0,0
B209,P,Q,Brand_2,Bad,2026-01-16 15:06:00,,,80
B118,G,H,Brand_4,Bad,2025-12-21 06:38:00,31.0,53.0,83
B135,B,C,Brand_1,Safe,2025-12-04 04:36:00,,,1
B482,C,D,Brand_7,Need Attention,2026-01-08 04:22:00,27.0,37.0,52
B464,I,J,Brand_3,Need Attention,2026-01-19 03:25:00,,52.0,52
B353,B,C,Brand_2,Bad,2025-12-11 18:40:00,,,83
B447,,Q,Brand_10,Need Attention,2025-12-30 04:00:00,,35.0,52
B024,,B,Brand_3,Need Attention,2026-01-01 04:43:00,,,55
B308,G,H,Brand_4,Safe,2025-12-24 13:13:00,,,2
B288,O,P,Brand_10,Bad,2025-12-16 05:15:00,,59.0,85
B382,H,I,Brand_8,Need Attention,2025-12-09 02:14:00,24.0,67.0,52
B475,,K,Brand_2,Need Attention,2025-12-31 17:46:00,,,46
B078,C,D,Brand_2,Need Attention,2026-01-16 11:19:00,15.0,,47
B034,A,B,Brand_5,Bad,2025-12-29 21:45:00,18.0,63.0,85
B182,Q,R,Brand_4,Bad,2025-12-06 03:39:00,,,81
B090,Q,R,Brand_6,Need Attention,2025-12-07 20:07:00,32.0,38.0,51
B058,B,C,Brand_10,Bad,2025-12-24 03:35:00,,57.0,78
B302,,I,Brand_7,Safe,2026-01-13 00:17:00,20.0,30.0,4
B362,,E,Brand_6,Safe,2026-01-13 00:53:00,,38.0,1
B190,,L,Brand_7,Need Attention,2025-12-28 04:49:00,30.0,33.0,47
B401,O,P,Brand_9,Need Attention,2025-12-07 23:50:00,31.0,32.0,50
B274,J,K,Brand_5,Bad,2026-01-13 17:34:00,35.0,,77
B294,A,B,Brand_6,Safe,2026-01-26 23:43:00,,65.0,0
B281,,R,Brand_1,Need Attention,2025-12-27 02:29:00,,,48
B458,C,D,Brand_7,Bad,2025-12-27 15:45:00,,,81
B466,,I,Brand_7,Safe,2026-01-23 10:57:00,34.0,,0
B336,G,H,Brand_6,Bad,2025-12-16 19:33:00,18.0,49.0,75
B039,T,A,Brand_7,Need Attention,2026-01-07 13:53:00,,,46
B311,B,C,Brand_8,Need Attention,2025-12-07 22:25:00,20.0,45.0,54
B278,L,M,Brand_1,Safe,2026-01-25 12:25:00,16.0,46.0,0
B209,K,L,Brand_10,Need Attention,2026-01-27 14:13:00,,,50
B147,G,H,Brand_2,Need Attention,2025-12-23 11:04:00,,36.0,51
B148,L,M,Brand_2,Need Attention,2026-02-04 11:48:00,,68.0,47
B157,,C,Brand_4,Safe,2026-02-03 07:14:00,,56.0,5
B443,H,I,Brand_2,Bad,2025-11-28 22:43:00,25.0,,84
B316,G,H,Brand_10,Bad,2025-12-08 12:49:00,,68.0,82
B467,T,F,Brand_7,Bad,2025-12-18 18:42:00,26.0,45.0,75
B160,N,O,Brand_7,Need Attention,2025-12-16 20:44:00,17.0,,55
B289,G,H,Brand_10,Need Attention,2026-01-05 15:23:00,15.0,69.0,52
B245,,K,Brand_2,Bad,2025-12-23 11:11:00,,,83
B339,,F,Brand_7,Bad,2026-01-05 19:10:00,,,81
B311,,A,Brand_5,Safe,2025-12-22 19:33:00,34.0,67.0,0
B383,Q,R,Brand_2,Bad,2025-12-20 15:21:00,,32.0,79
B178,S,T,Brand_9,Safe,2025-12-11 21:36:00,,,4
B495,Q,R,Brand_9,Need Attention,2025-11-28 14:46:00,,,55
B316,O,P,Brand_9,Bad,2026-02-03 16:24:00,26.0,39.0,80
B467,Q,R,Brand_8,Safe,2025-12-06 09:35:00,,44.0,4
B437,A,B,Brand_3,Need Attention,2025-12-07 19:20:00,29.0,35.0,53
B335,S,T,Brand_4,Bad,2025-12-16 00:43:00,32.0,63.0,83
B147,F,G,Brand_9,Safe,2025-12-24 16:45:00,,,1
B471,M,N,Brand_7,Bad,2026-01-28 19:59:00,34.0,57.0,76
B312,J,K,Brand_6,Need Attention,2025-12-04 21:38:00,33.0,35.0,52
B262,C,D,Brand_9,Safe,2026-01-20 14:53:00,,61.0,0
B155,,N,Brand_7,Safe,2026-01-05 16:25:00,29.0,63.0,5
B028,H,I,Brand_5,Bad,2025-12-17 01:32:00,20.0,61.0,81
B381,R,S,Brand_3,Safe,2025-11-28 14:51:00,33.0,,0
B197,M,N,Brand_2,Bad,2026-01-04 16:35:00,16.0,39.0,83
B301,A,B,Brand_1,Need Attention,2025-11-30 05:45:00,15.0,51.0,49
B083,F,G,Brand_1,Need Attention,2026-01-24 11:59:00,,34.0,53
B423,L,M,Brand_9,Safe,2026-01-01 23:30:00,19.0,,0
B427,B,C,Brand_7,Need Attention,2025-12-27 07:40:00,23.0,,54
B205,H,I,Brand_6,Need Attention,2025-12-16 11:27:00,,,47
B421,S,T,Brand_2,Safe,2025-12-14 01:49:00,,,3
B169,G,H,Brand_6,Need Attention,2025-12-12 07:18:00,,,45
B340,,G,Brand_2,Safe,2025-12-23 20:06:00,26.0,,3
B214,D,E,Brand_6,Need Attention,2026-01-19 02:33:00,,,47
B343,,O,Brand_5,Bad,2025-12-11 12:04:00,34.0,,76
B078,F,G,Brand_3,Need Attention,2025-12-29 14:11:00,29.0,56.0,54
B208,E,F,Brand_1,Need Attention,2025-12-07 04:51:00,,30.0,53
B176,L,M,Brand_1,Need Attention,2026-01-30 04:56:00,28.0,68.0,55
B178,A,B,Brand_5,Bad,2026-01-01 15:58:00,,,77
B401,,J,Brand_6,Bad,2025-12-03 20:20:00,16.0,41.0,77
B295,I,J,Brand_4,Need Attention,2025-12-27 20:03:00,,,50
B275,K,L,Brand_4,Bad,2025-12-28 05:14:00,,,81
B193,H,I,Brand_8,Need Attention,2025-11-29 11:01:00,31.0,47.0,46
B052,J,K,Brand_4,Bad,2026-01-03 00:42:00,24.0,,83
B017,D,E,Brand_4,Safe,2026-02-01 11:48:00,,,0
B214,E,F,Brand_4,Safe,2026-01-10 15:40:00,16.0,,5
B092,K,L,Brand_9,Need Attention,2026-01-13 06:49:00,30.0,,47
B225,,Q,Brand_5,Need Attention,2026-02-02 09:15:00,,,47
B041,N,O,Brand_4,Safe,2026-02-03 19:48:00,,,2
B191,T,O,Brand_3,Safe,2026-01-28 11:16:00,33.0,,4
B213,S,T,Brand_1,Safe,2025-12-07 19:45:00,25.0,38.0,1
B228,D,E,Brand_9,Bad,2026-01-12 03:37:00,19.0,,76
B427,,S,Brand_8,Safe,2026-01-10 21:02:00,,,0
B328,,B,Brand_8,Safe,2026-01-24 02:32:00,,40.0,4
B087,O,P,Brand_2,Need Attention,2026-01-07 11:13:00,,,50
B419,Q,R,Brand_9,Safe,2026-01-02 22:52:00,15.0,52.0,0
B304,A,B,Brand_1,Need Attention,2025-12-11 13:56:00,27.0,48.0,47
B140,S,T,Brand_3,Safe,2025-12-21 05:54:00,,70.0,3
B384,,J,Brand_4,Need Attention,2026-01-29 09:13:00,,53.0,46
B464,L,M,Brand_4,Need Attention,2026-01-31 18:34:00,,41.0,55
B237,S,T,Brand_1,Bad,2025-12-10 03:42:00,,64.0,79
B052,L,M,Brand_1,Bad,2026-01-19 10:29:00,34.0,45.0,84
B136,G,H,Brand_8,Need Attention,2025-12-04 17:03:00,,48.0,54
B269,C,D,Brand_2,Need Attention,2026-01-06 17:05:00,18.0,,51
B029,T,T,Brand_3,Bad,2025-12-02 00:37:00,,,78
B360,D,E,Brand_6,Need Attention,2026-01-04 00:31:00,,59.0,53
B057,,N,Brand_10,Safe,2026-01-31 19:56:00,24.0,,5
B450,,O,Brand_6,Need Attention,2025-12-30 14:14:00,33.0,,52
B136,J,K,Brand_1,Bad,2026-01-23 08:27:00,,44.0,81
B257,D,E,Brand_5,Need Attention,2025-12-05 21:57:00,29.0,54.0,45
B120,,K,Brand_9,Safe,2025-12-11 07:54:00,,,0
B351,,J,Brand_9,Bad,2025-12-29 10:20:00,,,85
B306,J,K,Brand_6,Safe,2025-12-08 13:34:00,,,2
B057,,C,Brand_10,Need Attention,2025-12-11 05:08:00,,44.0,47
B429,H,I,Brand_2,Bad,2025-12-26 19:18:00,18.0,,76
B399,C,D,Brand_7,Need Attention,2026-01-27 14:47:00,35.0,,52
B426,N,O,Brand_6,Safe,2026-02-01 15:46:00,21.0,64.0,0
